주종,주류명,생산국가,용량,도수,특징
위스키,달모어12년,스코틀랜드,700      ,40      ,달모어 양조장은 1839년부터 최고의 위스키를 양조하는데 필요한 모든것을 갖춘 크롬카티퍼서 유역에서 운영되어 왔으며 뛰어나고 영향력 있는 위스키를 마스터들이 대를 이어 양조하는것에  자부심을 갖고 있다. 175년 이상 동안 달모어는 오늘날 많은 다른 위스키 제조업자들이 따르는 기준이 되었다. 달모어 주요 컬렉션은 하우스 스타일의 스피릿으로 다양성을 완벽하게 선보인다 이러한 다양한 표현은 마스터 증류주 생산자의 기술이 적용된 개성 강한 6가지 싱글 몰트 위스키를 창조함으로서 각각의 위스키가 표현하는 다양한 뉘앙스를 보여준다2가지 종류의 오크통을 사용하여 숙성시킨 12년산 위스키는 열대과일과 초콜릿 그리고 스파이시한 향을 지니고 있으면 응축된 열대과일과 올로로소 쉐리와 바닐라 맛이 난다
위스키,달모어15년,영국,700      ,40      ,"달모어 양조장은 1839년부터 최고의 위스키를 양조하는데 필요한 모든것을 갖춘 크롬카티퍼서 유역에서 운영되어 왔으며 뛰어나고 영향력 있는 위스키를 마스터들이 대를 이어 양조하는것에  자부심을 갖고 있다. 175년 이상 동안 달모어는 오늘날 많은 다른 위스키 제조업자들이 따르는 기준이 되었다. 달모어 주요 컬렉션은 하우스 스타일의 스피릿으로 다양성을 완벽하게 선보인다 이러한 다양한 표현은 마스터 증류주 생산자의 기술이 적용된 개성 강한 6가지 싱글 몰트 위스키를 창조함으로서 각각의 위스키가 표현하는 다양한 뉘앙스를 보여준다. 4가지 종류의 오크통을 사용하여 숙성시킨 15년산 위스키는 오렌지 마멜레이드,시나몬,육두구향을  지지고 있으며 감귤,바닐라, 생강과 으깬 사과의 맛이 난다.끝맛에 구운 커피와 초콜렛 향이 느껴진다"
위스키,달모어18년품절,스코틀랜드,700      ,40      ,"달모어 양조장은 1839년부터 최고의 위스키를 양조하는데 필요한 모든것을 갖춘 크롬카티퍼서 유역에서 운영되어 왔으며 뛰어나고 영향력 있는 위스키를 마스터들이 대를 이어 양조하는것에  자부심을 갖고 있다. 175년 이상 동안 달모어는 오늘날 많은 다른 위스키 제조업자들이 따르는 기준이 되었다. 달모어 주요 컬렉션은 하우스 스타일의 스피릿으로 다양성을 완벽하게 선보인다 이러한 다양한 표현은 마스터 증류주 생산자의 기술이 적용된 개성 강한 6가지 싱글 몰트 위스키를 창조함으로서 각각의 위스키가 표현하는 다양한 뉘앙스를 보여준다. 2가지 종류의 오크통을 사용하여 숙성시킨 18년산 위스키는 바닐라 ,다크초콜렛,오렌지 계피향과 다크 초콜릿, 열대 과일맛 캔디,너트맥의 맛이 난다. 피니쉬에  열대과일,오크, 향신료의 맛이 느껴진다."
위스키,달모어21년,영국,700      ,43.8,"달모어 양조장은 1839년부터 최고의 위스키를 양조하는데 필요한 모든것을 갖춘 크롬카티퍼서 유역에서 운영되어 왔으며 뛰어나고 영향력 있는 위스키를 마스터들이 대를 이어 양조하는것에  자부심을 갖고 있다. 175년 이상 동안 달모어는 오늘날 많은 다른 위스키 제조업자들이 따르는 기준이 되었다. 달모어 주요 컬렉션은 하우스 스타일의 스피릿으로 다양성을 완벽하게 선보인다 이러한 다양한 표현은 마스터 증류주 생산자의 기술이 적용된 개성 강한 6가지 싱글 몰트 위스키를 창조함으로서 각각의 위스키가 표현하는 다양한 뉘앙스를 보여준다. 2가지 종류의 오크통을 사용하여 숙성시킨 18년산 위스키는 바닐라 ,다크초콜렛,오렌지 계피향과 다크 초콜릿, 열대 과일맛 캔디,너트맥의 맛이 난다. 피니쉬에  열대과일,오크, 향신료의 맛이 느껴진다."
위스키,달모어25년,스코틀랜드,700      ,42      ,"달모어 양조장은 1839년부터 최고의 위스키를 양조하는데 필요한 모든것을 갖춘 크롬카티퍼서 유역에서 운영되어 왔으며 뛰어나고 영향력 있는 위스키를 마스터들이 대를 이어 양조하는것에  자부심을 갖고 있다. 175년 이상 동안 달모어는 오늘날 많은 다른 위스키 제조업자들이 따르는 기준이 되었다. 달모어 주요 컬렉션은 하우스 스타일의 스피릿으로 다양성을 완벽하게 선보인다 이러한 다양한 표현은 마스터 증류주 생산자의 기술이 적용된 개성 강한 6가지 싱글 몰트 위스키를 창조함으로서 각각의 위스키가 표현하는 다양한 뉘앙스를 보여준다. 2가지 종류의 오크통을 사용하여 숙성시킨 18년산 위스키는 바닐라 ,다크초콜렛,오렌지 계피향과 다크 초콜릿, 열대 과일맛 캔디,너트맥의 맛이 난다. 피니쉬에  열대과일,오크, 향신료의 맛이 느껴진다."
위스키,달모어시가몰트,영국,700      ,44      ,
위스키,달모어킹알렉산더3세,영국,700      ,40      ,
위스키,달모어포트우드,영국,700nl,"46,5      ",
위스키,달위니15년 (싱글몰트),영국,700      ,43      ,달위니는 만남의 장소라는 뜻이 있는데 게일러어로 집결장 중계소 라는 뜻이 있읍니다.  달위느 15년은 달위니 증류소를 대표하는 표준 상품입니다. 약간 달달한 향과 은은한 피트향이 조화롭게 느껴지는 싱글몰트 위스키 입니다.
위스키,더프타운싱글톤 12년,영국,700      ,40      ,싱글몰트 위스키 ‘싱글톤’은 최상의 배합과 풍부하고 부드러운 맛과 향이 특징인 고급 스카치 위스키다.싱글 몰트 위스키는 특정 증류소에서 맥아를 숙성시켜 만드는 위스키로 다른 몰트나 그레인 위스키와 혼합하지 않은 것이 특징으로 국내에서도 고급 주류를 선호하는 소비자들을 중심으로 애호가층이 형성되고 있다.
위스키,듀어스 18년,영국,750      ,43      ,"듀어스 (듀워스) 18년Dewar's 18 Years Old용량:750ml원산지:영국알콜도수:43%      버터 스카치의 달콤하고 풍부한 향과 아몬드 쿠키의 독특한 향, 바닐라와 오크향을 느낄 수 있다. 첫맛은 드라이하지만 오래 숙성되어 감미롭고, 크리미한 잔향이 오랫동안 여운을 남긴다."
위스키,듀어스12년,영국,700      ,40      ,"버터 스카치의 달콤하고 풍부한 향과 아몬드 쿠키의 독특한 향, 바닐라와 오크향을 느낄 수 있다. 첫맛은 드라이하지만 오래 숙성되어 감미롭고, 크리미한 잔향이 오랫동안 여운을 남긴다."
위스키,듀어스화이트라벨,영국,700      ,40      ,"위스키 전 세계 판매 6위인 듀어스 위스키는 스코틀랜드에서 생산되며, 160여 년의 전통을 자랑하는 고품격 위스키 브랜드이다. 듀어스는 1846년 처음 세상의 빛을 본 뒤, 3세기에 걸쳐 영국 황실을 비롯한 전 세계 명사들에게 사랑받고 있다. 1891년, ‘강철왕’으로 유명한 앤드류 카네기가 벤자민 해리슨 당시 미국 대통령에게 선물로 주려고 듀어스를 주문한 이후 현재까지 미국 시장에서 독보적인 지위를 유지하고 있다."
위스키,드라이 플라이 워싱턴 밀,미국,700      ,40,드라이 플라이 워싱턴 밀Dry Fly Washington Wheat Whiskey 원산지 미국용량 700ml알콜도수 40 드라이 플라이 워싱턴 밀 위스키는 전통적인 미국산 위스키 스타일로 두 번 증류됩니다. 미국 오크 배럴에서 최소 3 년 이상 숙성됩니다.  2015 NEW YORK WORLD WINE & SPIRITS COMPETITION  2015 SAN DIEGO SPIRITS FESTIVALSilver Medal Triticale Whiskey2015 SAN DIEGO SPIRITS FESTIVAL gold medal rye wheat whiskey
위스키,라가불린 16년 품절,영국,700      ,43      ,"라가불린은 강인하고 남성다운 풍미가 두드러진 스모키 3대 위스키(라프로익, 아드벡) 중 하나로 손꼽힌다. 스모키함과 더불러 아일레이 섬의 특징인 해초의 짠맛과 달콤한 맛을 동시에 느길수 있는 균형감 좋은 위스키이다."
위스키,라가불린8년,영국,700      ,48      ,
위스키,라프로익 10년,영국,700      ,40      ,"진한 맛과 입안에 머무는 스모키한 피트 향, 그리고 목 넘김 후 계속해서 남아 있는 강렬한 향이 멋진 조화를 이룬다. 아일레이 지역의 걸작이라고 할 수 있을 만큼 애호가들 사이에서는 최고의 몰트 위스키로 자리 잡아 가고 있다. 라프로익 고유의 맛과 향을 만드는 데에는 아일레이 섬 기후의 특성인 세찬 바람, 바다 공기, 맥아의 질 등이 중요한 영향을 끼친다.11"
위스키,라프로익 셀렉트,영국,700      ,40      ,강렬한 피트와 함께 바닐라와 과일맛  부드러움과 셰리의 달콤함이 느껴지는 긴 여운
위스키,라프로익 쿼터캐스트,영국,700      ,48      ,라프로익 쿼터 캐스크는 일반 캐스크의 1/4 크기의 캐스크에서 숙성시킨 제품이다. 작은 통에서 숙성되다 보니 술이 오크통과 접하느 면이 넓어져 강한 오크향을 느낄수 있다.13
위스키,라프로익 트리플우드,영국,700      ,48      ,"은은하게 달콤한 살구 향과 피트한 스모키향,강렬한 피트와 함께  바닐라 와 과일맛  부드러운과 셰리의 달콤함이 느껴지는 긴 여운"
위스키,라프로익18년 품절,영국,700      ,40      ,"진한 맛과 입안에 머무는 스모키한 피트 향, 그리고 목 넘김 후 계속해서 남아 있는 강렬한 향이 멋진 조화를 이룬다. 아일레이 지역의 걸작이라고 할 수 있을 만큼 애호가들 사이에서는 최고의 몰트 위스키로 자리 잡아 가고 있다. 라프로익 고유의 맛과 향을 만드는 데에는 아일레이 섬 기후의 특성인 세찬 바람, 바다 공기, 맥아의 질 등이 중요한 영향을 끼친다.27"
위스키,라프로익포오크,영국,1000      ,40,
위스키,락 오이스터,영국,700      ,46.8      ,
위스키,람베이 스몰배치,영국,700,40,
위스키,람베이 싱글몰트,영국,700,40      ,
위스키,러셀리저브10년,미국,750      ,45      ,
위스키,러셀리저브싱글배럴,미국,750      ,55      ,
위스키,레벨 엘 100프루프버번,미국,750      ,50      ,
위스키,레벨 엘스몰배치라이,미국,750      ,45      ,
위스키,레벨 옐 켄터키,미국,750,48      ,
위스키,로얄살루트21년,영국,700,40      ,"짙은 금빛과 호박색을 지니고 있느 로얄샬루트 21년은  풍부한 과일향과 가을꽃을 연상시키느 달콤한 향취와 피트가 어우러진 복합적인 맛을 느끼게 합니다.여왕의 대관식에 헌정되어 ‘여왕의 술’이란 별칭으로 불리는 로얄 살루트의 역사는 1951년부터 시작된다. 예로부터 최고의 생산품은 언제나 왕에게 바치는 법으로, 세계 최고의 위스키 원액 생산 가문인 시바스 브라더스사는 엘리자베스 2세 영국 여왕의 대관식을 위하여 특별 제작한 오크 통에서 21년 동안 숙성시킨 위스키를 제조했다.그리고 국왕 주관의 공식 행사에서 21발의 축포를 쏘는 데서 아이디어를 얻어 ‘왕의 예포’라는 뜻의 ‘로얄 살루트’라는 이름을 붙였으며, 1953년부터 발매를 시작했다. 로얄 살루트 21년은 영국의 일급 장인들에 의해 수공 제작된 아름다운 도자기 병에 담고, 다시 고급 벨벳에 감싸 최고급 명품 위스키로서의 가치를 표현한다. 루비, 에메랄드, 사파이어 등 3가지 색상으로 만드는데, 이는 영국 군주의 왕관을 장식하는 보석들을 의미한다. 각기 다른 색상의 패키지에 담긴 내용물은 맛과 향 모두 동일하다."
위스키,로얄살루트30년,영국,500      ,40      ,"로얄살루트 30년 키 투 더 깅덤(Key to the Kingdom)이제품은 영국 왕실의 유서 깊은 의식이자 700년 가까이 이어져 온 가장 오래된 의식 ""키 세리머니 에서 영감을 받아 탄생한 제품 입니다"
위스키,로얄살루트32년,영국,500      ,40      ,
위스키,로얄살루트62건,영국,700,40,로얄살루트62건은 영국 여왕의 대관식을 기념해 발사되는 62발의 예포를 의미한다. 40년 이상의 숙성기간을 거친 원액으로 만들어졌고  위스키 마니아 사이에서 최고의 가치와 희소성으로 평가 받고 있다.
위스키,로완스크릭,미국,750,50.05      ,
위스키,로크로몬드 오리지날,영국,700,40      ,
위스키,로크로몬드12년,영국,700,46      ,
위스키,리뎀션 라이,미국,750,.,
위스키,리뎀션 버번,미국,750      ,46      ,
위스키,리뎀션 하이라이버번,미국,750,.,
위스키,마르스 엑스트라,일본,1800      ,37,
위스키,마스타 28년  품절,영국,700      ,40      ,마스타 28년은 도자기 형태로 이루어져 있어 수집가들에게는 더없이 좋은 명주이고 사과향 바닐라향등 복합적인 피트향이 어우러져 스코틀랜드 위스키의 진한 맛을 느끼게 해줍니다.
위스키,마쓰이 돗토리,일본,700      ,43      ,
위스키,마쓰이 산인,일본,700      ,43      ,
위스키,마쓰이 산인버번배럴,일본,700      ,43      ,
위스키,마쓰이 싱글몰트,일본,700      ,48      ,
위스키,마쓰이 싱글몰트,일본,700      ,48      ,
위스키,마쓰이 싱글몰트,일본,700      ,48      ,
위스키,마쓰이 쿠라요시,일본,700      ,43      ,
위스키,마쓰이 쿠라요시,일본,700      ,43      ,
위스키,마쓰이 쿠라요시,일본,700      ,43      ,
위스키,마쓰이 쿠라요시,일본,700      ,50      ,
위스키,마쓰이 쿠라요시 퓨어 몰트,일본,700      ,43      ,
위스키,맥켈란 12년,영국,700      ,40      ,"1963년 맥켈란(Macallan)의 사업은 개인 사업형태로 발전하였고, 1968년에는 런던 증권거래소에 주식을 상장하기 위해 자금조성을 시작하였다. 현재는 최고의 몰트위스키(Malt Whisky)로 성장하였다.세계적으로 위스키 작가 폴 파컬트는 맥켈란(Macallan) 12년산을 “세계 최상의 12년산 싱글몰트위스키(Single Malt Whisky)를 맛볼 수 있는 기회를 절대로 놓치지 말라”고 그의 저서에 소개하였다. 마호가니 색상을 띠며 입 안 가득 퍼지는 과일과 셰리 향, 그리고 약간의 달콤함, 타피 향과 나무 향의 조화가 특징이다. 맥켈란 파인오크 21년은 스코틀랜드의 스페이 강 유역의 맥켈란 증류소에서 생산된 위스키를 유럽과 미국산 셰리 오크통과 미국산 버번 오크통에 21년간 정성으로 숙성시킨 제품이다"
위스키,맥켈란 12년 더블캐스크,영국,700      ,40      ,셰리와인을 숙성시킨 유러피안 오크 캐스크와 아메리칸 오크 캐스크에서 최소 12년간 숙성되었다. 풍부하고 강렬한 유러피안 셰리오크와 달콤하면서도 부드러운 아메리칸 셰리오크 고유의 풍미와 향을 한 번에 즐길 수 있는 제품이다.100% 셰리 오크통에서 숙성된 싱글몰트 위스키맥켈란의 새로운 시그니처 스타일 - 퍼펙트 발란스맥켈란의 기존 셰리오크와 파인오크에 더해 더블 캐스크는 소비자들도 하여금 선택의 폭을 넓힐 수 있는 제품으로 출시하였다.
위스키,맥켈란 15,영국,700      ,40      ,"1963년 맥켈란(Macallan)의 사업은 개인 사업형태로 발전하였고, 1968년에는 런던 증권거래소에 주식을 상장하기 위해 자금조성을 시작하였다. 현재는 최고의 몰트위스키(Malt Whisky)로 성장하였다.그 중 18년산은 싱글몰트위스키(Single Malt Whisky)의 우수성을 측정하는 기준이 될 만큼 뛰어나고 정연한 맛을 지닌 위스키로 풍부한 마호가니 빛을 띠며 풍부한 말린 과일 향, 특히 감귤 향과 레진 향을 풍기며 기분 좋게 목을 감싸는 셰리 향과 잔향이 오래도록 입안에 남는다."
위스키,맥켈란 18년 품절,영국,700      ,43      ,"1963년 맥켈란(Macallan)의 사업은 개인 사업형태로 발전하였고, 1968년에는 런던 증권거래소에 주식을 상장하기 위해 자금조성을 시작하였다. 현재는 최고의 몰트위스키(Malt Whisky)로 성장하였다.그 중 18년산은 싱글몰트위스키(Single Malt Whisky)의 우수성을 측정하는 기준이 될 만큼 뛰어나고 정연한 맛을 지닌 위스키로 풍부한 마호가니 빛을 띠며 풍부한 말린 과일 향, 특히 감귤 향과 레진 향을 풍기며 기분 좋게 목을 감싸는 셰리 향과 잔향이 오래도록 입안에 남는다."
위스키,맥켈란 21년 (싱글몰트),영국,700      ,43      ,"1963년 맥켈란(Macallan)의 사업은 개인 사업형태로 발전하였고, 1968년에는 런던 증권거래소에 주식을 상장하기 위해 자금조성을 시작하였다. 현재는 최고의 몰트위스키(Malt Whisky)로 성장하였는데  싱글몰트위스키(Single Malt Whisky)의 우수성을 측정하는 기준이 될 만큼 뛰어나고 정연한 맛을 지닌 위스키로 풍부한 마호가니 빛을 띠며 풍부한 말린 과일 향, 특히 감귤 향과 레진 향을 풍기며 기분 좋게 목을 감싸는 셰리 향과 여인이 떠나고 간 아로모향 같은 잔향이 오래도록 입안에 남는다"
위스키,맥켈란 레어캐스크,영국,700      ,43,"맥켈란 레어캐스크 배치 넘버 쓰리Macallan Rare Cask Batch No.3원산지: 영국용량: 700ml알콜도수: 43%가격:400,000"
위스키,맥켈란 레어케스크,영국,700      ,43      ,향(AROMA): 풍부하고 부드러우면서 입안에서 굽이치는 한 편의 오케스트라와 같은 ‘강약’을 지닌 향. 잔잔한 바닐라 향을 바탕으로 이따금 휘몰아치는 건포도의 풍부한 향이 감초 역할을 한다.맛(PALATE): 건포도를 필두로 풍부하고 선명한 맛을 낸다. 오크의 세련되고 풍부한 맛이 전체를 아우르며 바닐라와 초콜릿은 서로를 감싸 은은함을 더한다.상큼하면서도 쌉쌀한 가벼운 감귤 껍질의 맛이 마지막을 장식한다.피니시(FINISH): 풍부하면서도 포근한 마무리
위스키,맥켈란 루미나 품절,영국,700      ,41.3      ,
위스키,맥켈란 에디션 No.3,영국,700,48.3,
위스키,맥켈란 에디션 No.4,영국,700,48.4,
위스키,맥켈란 테라,영국,700      ,43.8      ,
위스키,맥켈란 파인 오크 17년,영국,700      ,43      ,"셰리 오크에 비해 더 가볍고 부드러운 스타일로 부담 없이 즐길 수 있다. 가볍고 달콤한 아열대 과일, 오렌지, 바닐라, 카라멜 향을 낸다."
위스키,맥켈란12년,영국,700      ,40      ,
위스키,맥켈란15년,영국,700,43,
위스키,맥켈란15년,영국,700      ,43      ,
위스키,맥켈란18년,영국,700      ,43      ,"1963년 맥켈란(Macallan)의 사업은 개인 사업형태로 발전하였고, 1968년에는 런던 증권거래소에 주식을 상장하기 위해 자금조성을 시작하였다. 현재는 최고의 몰트위스키(Malt Whisky)로 성장하였다.그 중 18년산은 싱글몰트위스키(Single Malt Whisky)의 우수성을 측정하는 기준이 될 만큼 뛰어나고 정연한 맛을 지닌 위스키로 풍부한 마호가니 빛을 띠며 풍부한 말린 과일 향, 특히 감귤 향과 레진 향을 풍기며 기분 좋게 목을 감싸는 셰리 향과 잔향이 오래도록 입안에 남는다."
위스키,맥켈란25년 품절,영국,700      ,43      ,
위스키,맥켈란no1  품절,영국,700      ,48      ,"맥켈란 에디션 넘버 원"" 은 한정판 위스키로 유럽과 미국에서 생산된 각기 다른 8가지 셰리 오크통에서 숙성된 원액을 엄선하여 병에 담은 것으로, 셰리의 깊고 풍부한 맛과 향을 특징으로 하는 싱글몰트 위스키입니다."
위스키,맥켈란no2  품절,영국,700,48,"""맥켈란 에디션 넘버 투""는 한정판 위스키로 유럽과 미국에서 생산된 각기 다른 7가지 셰리 오크통에서 숙성된 원액을 엄선하여 병에 담은 것으로, 셰리의 깊고 풍부한 맛과 향을 특징으로 하는 싱글몰트 위스키입니다."
위스키,맥켈란에이라,영국,700      ,40      ,matured precominantly in sherry-seasoned oak casks for an exouisite whisky experience.Macallan Aera is the latest limited edition. The elegantly dark bottling symbolizes the mysterious night life ...
위스키,맥켈란퀘스트,영국,700      ,40      ,
위스키,메이커스 마크,미국,700      ,45      ,"메이커스 마크의 역사는 1784년으로 거슬러 올라간다. 스코틀랜드 아일랜드계 이민자인 로버트 사무엘스는 미국 켄터키로 이주하여 자신과 이웃들을 위해서 위스키를 만들었다. 이후 로버트의 손자인 T. W. 사무엘스가 1840년에 가문 최초의 민간 증류소를 세우면서 위스키 명가로서의 7대에 걸친 명성이 시작되었다. 1953년 빌 사무엘스는 획기적인 발전을 통해 보다 차별화된 버번을 제조하고자 결심하였고, 170년 역사가 담긴 가문 전통의 위스키를 불태워 버리며 새로운 곡물 조합의 부드럽고 쓴맛이 제거된 위스키를 탄생시켰다"
위스키,멜로우 콘,미국,750,50,
위스키,몽키숄더,영국,700      ,40,몽키숄더는 100% 몰트로 만들어진 블랜디드 몰트위스키로  몰트마스터 브라이언 긴스먼이 그레인 위스키를 제외하고 스콜틀랜드 스페이사이드  최고증류소에서 생산되는 싱글몰트로 환상적인 조합의 블렌디드 몰트 위스키를 출시하였다.   강한 풍미의 오렌지향과 부드럽고 풍성한 바닐라와 꿀의 달콤함 그리고 스파이시한 오크향 조화롭다.
위스키,믹터스 라이,미국,700      ,.,
위스키,믹터스 버번,미국,700      ,.,
위스키,믹터스 아메리칸,미국,700      ,.,
위스키,발렌타인 마스터즈,영국,700      ,40      ,
위스키,발렌타인12년,영국,1000      ,40,발렌타인 12년은 풍부하고 부드러우면서 복합적인 풍미가 어우러진 블렌디드 위스키이다. 달콤한 꿀과 꽃의 풍미가 크리미한 오크향의 달콤함과 완벽하게 균형잡힌 복합적인 맛
위스키,발렌타인17년,영국,700,40,발렌타인은 19세기 George Ballantine씨가 블랜딩 해 팔기 시작한 블랜디드 스카치 위스키 입니다. 발렌다인은 향이 강하지 않게 블랜딩하고 블랜딩후 추가로 숙성시켜 목넘김이 부드럽습니다. 그렇기 때문에 한국인들에게 가장 선호하는 술로 알려져 있고 한국에서 가장 많이 팔리는 외국 브랜디 위스키 입니다11발렌타인 17년은 황금빛 색깔과 바닐라 느낌의 우아한 향이 나고 오크와 피트의 스모크한 향의 달콤한 맛이 느껴집니다.
위스키,발렌타인17년4종,스코틀랜드,200       * 4,40      ,
위스키,발렌타인21년,영국,700      ,40      ,발렌타인은 19세기 George Ballantine씨가 블랜딩 해 팔기 시작한 블랜디드 스카치 위스키 입니다. 발렌다인은 향이 강하지 않게 블랜딩하고 블랜딩후 차가로 숙성시켜 목넘김이 부드럽습니다. 그렇기 때문에 한국인들에게 가장 선호하는 술로 알려져 있고 한국에서 가장 많이 팔리는 외국 브랜디 위스키 입니다.발렌타인 21년은 붉은 빛이 도는 골드빛이 돌며 달콤함에 사과향과 꽃향이 조화를 이룬듯하고 미디엄의 무게감이 있는 맛이 느껴집니다.1816
위스키,발렌타인23년,영국,700      ,40      ,
위스키,발렌타인30년 신형,영국,700      ,40      ,발렌타인은 19세기 George Ballantine씨가 블랜딩 해 팔기 시작한 블랜디드 스카치 위스키 입니다. 발렌다인은 향이 강하지 않게 블랜딩하고 블랜딩후 추가로 숙성시켜 목넘김이 부드럽습니다. 그렇기 때문에 한국인들에게 가장 선호하는 술로 알려져 있고 한국에서 가장 많이 팔리는 외국 브랜디 위스키 입니다.발렌타인 30년은 발렌타인브랜디의제품중 최소한 30년이상 숙성한 위스키를 블랜딩한 제품입니다.
위스키,발렌타인30년구형,영국,700      ,40      ,발렌타인30년(구형 )
위스키,발렌타인글15년,영국,700      ,40      ,‘글렌토커스 15년’은 발렌타인 위스키의 부드럽고도 섬세한 긴 여운을 완성한다. 열매 과일의 시트러스 향이 감미롭고도 부드러운 끝 맛을 배가한다.
위스키,발렌타인글렌버기12년,영국,700      ,40,"‘글렌버기 12년’은 토피 애플의 달콤함이 입안 가득 어우러지는 것을 시작으로, 아메리칸 오크통에서 숙성된 풍부한 바닐라 향이 진한 과일 향과 완벽한 조화를 이루며 한층 더 풍성한 풍미를 선사한다. 또한, 은은하게 느껴지는 헤이즐넛 향은 깊은 여운을 남기며 위스키 애호가부터 입문자까지 누구나 편하게 즐길 수 있다."
위스키,발렌타인글렌버기15년,영국,700      ,40      ,‘글렌버기 15년’은 발렌타인 블렌딩의 중심이자 발렌타인 스타일의 진수를 보여준다. 과일 향과 벌꿀의 달콤함이 조화를 이루는 가운데 붉은 사과와 배의 향이 어우러지며 부드럽고 긴 여운을 선사한다.
위스키,발렌타인밀튼더프15년,영국,700      ,40      ,발렌타인 블렌딩의 시작이자 발렌타인 위스키의 토대라고 할 수 있는 ‘밀튼더프 15년’은 꽃 향기와 계피의 은은한 스파이시한 풍미가 입 안을 부드럽고 온화하게 감싸는 것이 특징이다.
위스키,발렌타인파이니스트,영국,1000      ,40,"발렌타인 파이니스트는 복합적이면서 세련되고 우아한 풍미를 자랑하는 블렌디드 스카치 위스키로, 모던한 스타일의 위스키라고 할 수 있다. 은은한 황금빛과 잊을 수 없는 풍미는 세심하게 선택한 몰트와 그레인 위스키의 완벽한 조화에서 비롯된다. 블렌딩에 사용된 모든 원액들은 최소 3년 이상이지만, 훨씬 더 오랜 시간에 걸쳐 숙성된 원액들이 사용된다."
위스키,발베니 25년,영국,700      ,43      ,
위스키,발베니 30년,영국,700,47.3,발베니 30년은 수석 몰트 마스터 데이비드 스튜어트(David Stewart)가 30년 이상 된 오크통에서 병입한 정통 수제 싱글몰트 위스키이다. 위스키를 부드럽게 하는 클래식 오크통과 달콤함이 특징인 유러피언 쉐리 오크통의 원액을 메링해 지금껏 경험하지 못한 깊고 풍부함을 맛볼 수 있다. 알코올 도수 47.3%로 매우 높지만 30년 이상 숙성된 진귀한 몰트 100%의 원액과 선별된 오크통이 알코올의 역함을 전혀 느낄 수 없게 만든다.
위스키,발베니12년,영국,700,40,"발베니 더블우드는 두 가지 우드에서 숙성시켜 독특한 특징을 갖게 만든 12년산 싱글 몰트입니다. 버번을 담았던 전통적인 오크 통은 위스키를 부드럽게 하며 셰리 우드는 깊고 진한 향을 만듭니다. 이는 발베니만의 품부하고 달콤한 맛과 향을 배가 시켜줍니다, 위스키에도 ‘수제(手製)’가 있다. ‘데이빗 스튜어트’가 평생을 바쳐 만들어 낸 발베니가 바로 그것이다. 〈위스키 바이블〉의 저자이자 유명한 위스키 평론가인 짐 머레이는 데이빗 스튜어트를 ‘위스키의 신(神)’이라고 칭송한 바 있다. 500년 전에 스코틀랜드의 동북부를 지키는 철옹성이었던 ‘발베니 캐슬’에 지어진 발베니 증류소는 1892년 첫 증류 이래로 지금까지 전통 수제 방식을 고집하며 발베니를 만들고 있다."
위스키,발베니12년,영국,700      ,43      ,
위스키,발베니14년,영국,700      ,43      ,발베니 캐러비안 캐스크는14년 동안 아메리칸 오크통에서 숙성한 뒤 캐러비안 럼을 숙성시켰던 오크통에서 약 4개월간 마지막 추가 숙성 과정을 거쳐 만든 제품입니다..
위스키,발베니14년,영국,700      ,48.3      ,
위스키,발베니15년,영국,700      ,47.8      ,발베니15년 싱글배럴 셰리캐스크는 한 개의 오크통에서 15년 숙성된 원액만을 담은 싱글배럴  싱글몰트위스키이다. 최대650병 까지만 생산되며 각각의 병에 부착된 라벨에는 오크통과 병의 고유 일렬 번호가 표시 되어 있다 .
위스키,발베니17 품절,영국,700,40,"발베니 더블우드는 두 가지 우드에서 숙성시켜 독특한 특징을 갖게 만든 12년산 싱글 몰트입니다. 버번을 담았던 전통적인 오크 통은 위스키를 부드럽게 하며 셰리 우드는 깊고 진한 향을 만듭니다. 이는 발베니만의 품부하고 달콤한 맛과 향을 배가 시켜줍니다, 위스키에도 ‘수제(手製)’가 있다. ‘데이빗 스튜어트’가 평생을 바쳐 만들어 낸 발베니가 바로 그것이다. 〈위스키 바이블〉의 저자이자 유명한 위스키 평론가인 짐 머레이는 데이빗 스튜어트를 ‘위스키의 신(神)’이라고 칭송한 바 있다. 500년 전에 스코틀랜드의 동북부를 지키는 철옹성이었던 ‘발베니 캐슬’에 지어진 발베니 증류소는 1892년 첫 증류 이래로 지금까지 전통 수제 방식을 고집하며 발베니를 만들고 있다.발베니는 보리 경작에서 몰팅, 병입, 라벨을 붙이기까지의 전 과정이 ‘사람의 손’에 의해 이루어지는 세계 유일의 싱글 몰트 위스키이다. 50년 이상의 세월을 발베니 증류에 바친 몰트 마스터, 구리 세공 장인, 오크 통 제조 장인 들의 손길로 생산된다."
